policy_id,policyholder_id,policy_type,coverage_amount,premium_amount,status,start_date,end_date,deductible,coverage_limits
POL_PH_000188_3,PH_000188,Auto,53.04,100,Inactive,2023-05-03 20:57:36.578831,2024-05-02 20:57:36.578831,620.86,"{'per_incident': 42.43, 'annual': 53.04, 'lifetime': 106.08}"
POL_PH_000189_1,PH_000189,Auto,86.59,100,Active,2024-02-28 20:57:36.578831,2025-02-27 20:57:36.578831,1181.06,"{'per_incident': 69.27, 'annual': 86.59, 'lifetime': 173.18}"
POL_PH_000189_2,PH_000189,Home,57.31,100,Active,2023-06-29 20:57:36.578831,2024-06-28 20:57:36.578831,4691.22,"{'per_incident': 45.85, 'annual': 57.31, 'lifetime': 114.62}"
POL_PH_000190_1,PH_000190,Disability,96.55,100,Active,2022-12-01 20:57:36.578831,2023-12-01 20:57:36.578831,2972.09,"{'per_incident': 77.24, 'annual': 96.55, 'lifetime': 193.1}"
POL_PH_000191_1,PH_000191,Auto,60.72,100,Active,2022-12-27 20:57:36.578831,2023-12-27 20:57:36.578831,2701.62,"{'per_incident': 48.58, 'annual': 60.72, 'lifetime': 121.44}"
POL_PH_000192_1,PH_000192,Auto,35.03,100,Active,2025-06-06 20:57:36.578831,2026-06-06 20:57:36.578831,3825.31,"{'per_incident': 28.02, 'annual': 35.03, 'lifetime': 70.06}"
POL_PH_000193_1,PH_000193,Life,39.62,100,Active,2024-09-03 20:57:36.580121,2025-09-03 20:57:36.580121,2078.77,"{'per_incident': 31.7, 'annual': 39.62, 'lifetime': 79.24}"
POL_PH_000194_1,PH_000194,Life,142.82,100,Active,2024-02-04 20:57:36.580121,2025-02-03 20:57:36.580121,1527.12,"{'per_incident': 114.26, 'annual': 142.82, 'lifetime': 285.64}"
POL_PH_000195_1,PH_000195,Health,189.78,100,Cancelled,2023-05-19 20:57:36.580121,2024-05-18 20:57:36.580121,3328.59,"{'per_incident': 151.82, 'annual': 189.78, 'lifetime': 379.56}"
POL_PH_000196_1,PH_000196,Home,62.33,100,Active,2024-10-31 20:57:36.580121,2025-10-31 20:57:36.580121,4806.7,"{'per_incident': 49.86, 'annual': 62.33, 'lifetime': 124.66}"
POL_PH_000197_1,PH_000197,Auto,45.71,100,Inactive,2023-05-22 20:57:36.580121,2024-05-21 20:57:36.580121,1449.32,"{'per_incident': 36.57, 'annual': 45.71, 'lifetime': 91.42}"
POL_PH_000197_2,PH_000197,Health,85.55,100,Active,2025-06-03 20:57:36.580121,2026-06-03 20:57:36.580121,4454.35,"{'per_incident': 68.44, 'annual': 85.55, 'lifetime': 171.1}"
POL_PH_000198_1,PH_000198,Auto,58.83,100,Inactive,2023-06-03 20:57:36.580121,2024-06-02 20:57:36.580121,1191.91,"{'per_incident': 47.06, 'annual': 58.83, 'lifetime': 117.66}"
POL_PH_000198_2,PH_000198,Disability,22.98,100,Active,2023-10-13 20:57:36.580121,2024-10-12 20:57:36.580121,2152.87,"{'per_incident': 18.38, 'annual': 22.98, 'lifetime': 45.96}"
POL_PH_000199_1,PH_000199,Life,112.51,100,Active,2024-04-22 20:57:36.580121,2025-04-22 20:57:36.580121,135.95,"{'per_incident': 90.01, 'annual': 112.51, 'lifetime': 225.02}"
POL_PH_000200_1,PH_000200,Disability,66.76,100,Active,2025-05-13 20:57:36.580121,2026-05-13 20:57:36.580121,3433.08,"{'per_incident': 53.41, 'annual': 66.76, 'lifetime': 133.52}"
POL_PH_000201_1,PH_000201,Life,125.43,100,Active,2022-12-22 20:57:36.580121,2023-12-22 20:57:36.580121,1472.59,"{'per_incident': 100.34, 'annual': 125.43, 'lifetime': 250.86}"
POL_PH_000202_1,PH_000202,Health,45.25,100,Active,2024-02-18 20:57:36.580121,2025-02-17 20:57:36.580121,2380.05,"{'per_incident': 36.2, 'annual': 45.25, 'lifetime': 90.5}"
POL_PH_000202_2,PH_000202,Life,38.92,100,Inactive,2023-07-21 20:57:36.580121,2024-07-20 20:57:36.580121,352.34,"{'per_incident': 31.14, 'annual': 38.92, 'lifetime': 77.84}"
POL_PH_000203_1,PH_000203,Auto,28.45,100,Active,2025-07-11 20:57:36.580121,2026-07-11 20:57:36.580121,2267.95,"{'per_incident': 22.76, 'annual': 28.45, 'lifetime': 56.9}"
POL_PH_000204_1,PH_000204,Auto,149.14,100,Active,2023-09-30 20:57:36.580121,2024-09-29 20:57:36.580121,2150.26,"{'per_incident': 119.31, 'annual': 149.14, 'lifetime': 298.28}"
POL_PH_000205_1,PH_000205,Home,102.03,100,Active,2023-12-10 20:57:36.580121,2024-12-09 20:57:36.580121,4692.58,"{'per_incident': 81.62, 'annual': 102.03, 'lifetime': 204.06}"
POL_PH_000206_1,PH_000206,Home,486.59,100,Active,2023-11-24 20:57:36.581126,2024-11-23 20:57:36.581126,2506.55,"{'per_incident': 389.27, 'annual': 486.59, 'lifetime': 973.18}"
POL_PH_000207_1,PH_000207,Health,201.81,100,Active,2024-01-25 20:57:36.581126,2025-01-24 20:57:36.581126,1382.9,"{'per_incident': 161.45, 'annual': 201.81, 'lifetime': 403.62}"
POL_PH_000208_1,PH_000208,Home,39.92,100,Active,2022-11-19 20:57:36.581126,2023-11-19 20:57:36.581126,4856.5,"{'per_incident': 31.94, 'annual': 39.92, 'lifetime': 79.84}"
POL_PH_000208_2,PH_000208,Health,40.71,100,Inactive,2025-02-01 20:57:36.581126,2026-02-01 20:57:36.581126,3102.11,"{'per_incident': 32.57, 'annual': 40.71, 'lifetime': 81.42}"
POL_PH_000209_1,PH_000209,Disability,103.49,100,Active,2024-05-12 20:57:36.581126,2025-05-12 20:57:36.581126,3331.35,"{'per_incident': 82.79, 'annual': 103.49, 'lifetime': 206.98}"
POL_PH_000209_2,PH_000209,Auto,84.38,100,Active,2024-11-19 20:57:36.581126,2025-11-19 20:57:36.581126,3920.14,"{'per_incident': 67.5, 'annual': 84.38, 'lifetime': 168.76}"
POL_PH_000210_1,PH_000210,Disability,24.64,100,Active,2023-12-15 20:57:36.581126,2024-12-14 20:57:36.581126,2754.37,"{'per_incident': 19.71, 'annual': 24.64, 'lifetime': 49.28}"
POL_PH_000211_1,PH_000211,Auto,111.6,100,Active,2023-02-26 20:57:36.581126,2024-02-26 20:57:36.581126,3917.45,"{'per_incident': 89.28, 'annual': 111.6, 'lifetime': 223.2}"
POL_PH_000212_1,PH_000212,Home,53.83,100,Inactive,2023-11-03 20:57:36.581126,2024-11-02 20:57:36.581126,4405.92,"{'per_incident': 43.06, 'annual': 53.83, 'lifetime': 107.66}"
POL_PH_000212_2,PH_000212,Home,20.45,100,Active,2024-02-17 20:57:36.581126,2025-02-16 20:57:36.581126,2864.82,"{'per_incident': 16.36, 'annual': 20.45, 'lifetime': 40.9}"
POL_PH_000213_1,PH_000213,Home,246.28,100,Active,2023-04-21 20:57:36.581126,2024-04-20 20:57:36.581126,876.97,"{'per_incident': 197.02, 'annual': 246.28, 'lifetime': 492.56}"
POL_PH_000213_2,PH_000213,Health,210.62,100,Active,2025-02-20 20:57:36.581126,2026-02-20 20:57:36.581126,2172.43,"{'per_incident': 168.5, 'annual': 210.62, 'lifetime': 421.24}"
POL_PH_000214_1,PH_000214,Home,80.83,100,Active,2024-08-02 20:57:36.581126,2025-08-02 20:57:36.581126,696.19,"{'per_incident': 64.66, 'annual': 80.83, 'lifetime': 161.66}"
POL_PH_000215_1,PH_000215,Health,44.44,100,Active,2023-03-01 20:57:36.581126,2024-02-29 20:57:36.581126,3288.95,"{'per_incident': 35.55, 'annual': 44.44, 'lifetime': 88.88}"
POL_PH_000216_1,PH_000216,Health,28.51,100,Active,2024-06-15 20:57:36.581126,2025-06-15 20:57:36.581126,635.8,"{'per_incident': 22.81, 'annual': 28.51, 'lifetime': 57.02}"
POL_PH_000217_1,PH_000217,Auto,538.35,100,Cancelled,2023-05-11 20:57:36.581126,2024-05-10 20:57:36.581126,2200.4,"{'per_incident': 430.68, 'annual': 538.35, 'lifetime': 1076.7}"
POL_PH_000217_2,PH_000217,Life,635.03,100,Active,2022-12-03 20:57:36.581126,2023-12-03 20:57:36.581126,394.05,"{'per_incident': 508.02, 'annual': 635.03, 'lifetime': 1270.06}"
POL_PH_000217_3,PH_000217,Health,428.68,100,Active,2022-09-29 20:57:36.581126,2023-09-29 20:57:36.581126,282.62,"{'per_incident': 342.94, 'annual': 428.68, 'lifetime': 857.36}"
POL_PH_000218_1,PH_000218,Auto,90.44,100,Active,2023-07-18 20:57:36.582128,2024-07-17 20:57:36.582128,3637.38,"{'per_incident': 72.35, 'annual': 90.44, 'lifetime': 180.88}"
POL_PH_000218_2,PH_000218,Auto,75.06,100,Active,2025-04-28 20:57:36.582128,2026-04-28 20:57:36.582128,4074.29,"{'per_incident': 60.05, 'annual': 75.06, 'lifetime': 150.12}"
POL_PH_000219_1,PH_000219,Auto,188.81,100,Active,2022-10-01 20:57:36.582128,2023-10-01 20:57:36.582128,4494.13,"{'per_incident': 151.05, 'annual': 188.81, 'lifetime': 377.62}"
POL_PH_000220_1,PH_000220,Home,217.57,100,Active,2024-09-30 20:57:36.582128,2025-09-30 20:57:36.582128,892.89,"{'per_incident': 174.06, 'annual': 217.57, 'lifetime': 435.14}"
POL_PH_000220_2,PH_000220,Home,254.44,100,Active,2025-04-09 20:57:36.582128,2026-04-09 20:57:36.582128,957.33,"{'per_incident': 203.55, 'annual': 254.44, 'lifetime': 508.88}"
POL_PH_000220_3,PH_000220,Disability,63.88,100,Active,2023-11-23 20:57:36.582128,2024-11-22 20:57:36.582128,4205.71,"{'per_incident': 51.1, 'annual': 63.88, 'lifetime': 127.76}"
POL_PH_000221_1,PH_000221,Auto,54.99,100,Active,2022-10-19 20:57:36.582128,2023-10-19 20:57:36.582128,2143.97,"{'per_incident': 43.99, 'annual': 54.99, 'lifetime': 109.98}"
POL_PH_000221_2,PH_000221,Health,82.26,100,Active,2023-05-18 20:57:36.582128,2024-05-17 20:57:36.582128,3254.43,"{'per_incident': 65.81, 'annual': 82.26, 'lifetime': 164.52}"
POL_PH_000221_3,PH_000221,Home,173.49,100,Active,2024-11-17 20:57:36.582128,2025-11-17 20:57:36.582128,1273.53,"{'per_incident': 138.79, 'annual': 173.49, 'lifetime': 346.98}"
POL_PH_000222_1,PH_000222,Life,187.47,100,Active,2025-06-23 20:57:36.582128,2026-06-23 20:57:36.582128,2967.59,"{'per_incident': 149.98, 'annual': 187.47, 'lifetime': 374.94}"
POL_PH_000223_1,PH_000223,Home,74.45,100,Inactive,2024-08-31 20:57:36.582128,2025-08-31 20:57:36.582128,339.46,"{'per_incident': 59.56, 'annual': 74.45, 'lifetime': 148.9}"
POL_PH_000223_2,PH_000223,Health,157.72,100,Active,2024-07-23 20:57:36.582128,2025-07-23 20:57:36.582128,3193.74,"{'per_incident': 126.18, 'annual': 157.72, 'lifetime': 315.44}"
POL_PH_000224_1,PH_000224,Auto,40.95,100,Active,2024-07-06 20:57:36.582128,2025-07-06 20:57:36.582128,3360.39,"{'per_incident': 32.76, 'annual': 40.95, 'lifetime': 81.9}"
POL_PH_000225_1,PH_000225,Health,80.16,100,Active,2025-04-25 20:57:36.582128,2026-04-25 20:57:36.582128,4557.16,"{'per_incident': 64.13, 'annual': 80.16, 'lifetime': 160.32}"
POL_PH_000226_1,PH_000226,Health,63.16,100,Active,2024-03-29 20:57:36.582128,2025-03-29 20:57:36.582128,3913.38,"{'per_incident': 50.53, 'annual': 63.16, 'lifetime': 126.32}"
POL_PH_000227_1,PH_000227,Auto,124.34,100,Active,2025-06-15 20:57:36.582128,2026-06-15 20:57:36.582128,2211.56,"{'per_incident': 99.47, 'annual': 124.34, 'lifetime': 248.68}"
POL_PH_000228_1,PH_000228,Health,26.89,100,Inactive,2023-01-30 20:57:36.583126,2024-01-30 20:57:36.583126,4434.2,"{'per_incident': 21.51, 'annual': 26.89, 'lifetime': 53.78}"
POL_PH_000229_1,PH_000229,Life,100.76,100,Active,2025-05-10 20:57:36.583126,2026-05-10 20:57:36.583126,3949.38,"{'per_incident': 80.61, 'annual': 100.76, 'lifetime': 201.52}"
POL_PH_000229_2,PH_000229,Health,40.72,100,Active,2023-08-14 20:57:36.583126,2024-08-13 20:57:36.583126,4119.47,"{'per_incident': 32.58, 'annual': 40.72, 'lifetime': 81.44}"
POL_PH_000230_1,PH_000230,Auto,264.51,100,Active,2024-07-10 20:57:36.583126,2025-07-10 20:57:36.583126,1988.37,"{'per_incident': 211.61, 'annual': 264.51, 'lifetime': 529.02}"
POL_PH_000231_1,PH_000231,Auto,335.45,100,Active,2024-02-07 20:57:36.583126,2025-02-06 20:57:36.583126,2872.9,"{'per_incident': 268.36, 'annual': 335.45, 'lifetime': 670.9}"
POL_PH_000232_1,PH_000232,Auto,117.57,100,Inactive,2023-07-29 20:57:36.583126,2024-07-28 20:57:36.583126,2423.78,"{'per_incident': 94.06, 'annual': 117.57, 'lifetime': 235.14}"
POL_PH_000233_1,PH_000233,Auto,131.41,100,Active,2023-01-14 20:57:36.583126,2024-01-14 20:57:36.583126,1220.51,"{'per_incident': 105.13, 'annual': 131.41, 'lifetime': 262.82}"
POL_PH_000233_2,PH_000233,Auto,240.51,100,Active,2022-10-22 20:57:36.583126,2023-10-22 20:57:36.583126,622.92,"{'per_incident': 192.41, 'annual': 240.51, 'lifetime': 481.02}"
POL_PH_000234_1,PH_000234,Health,77.6,100,Active,2023-06-01 20:57:36.583126,2024-05-31 20:57:36.583126,4073.75,"{'per_incident': 62.08, 'annual': 77.6, 'lifetime': 155.2}"
POL_PH_000235_1,PH_000235,Health,32.64,100,Cancelled,2024-12-11 20:57:36.583126,2025-12-11 20:57:36.583126,2871.67,"{'per_incident': 26.11, 'annual': 32.64, 'lifetime': 65.28}"
POL_PH_000236_1,PH_000236,Home,34.49,100,Inactive,2025-06-20 20:57:36.583126,2026-06-20 20:57:36.583126,4416.51,"{'per_incident': 27.59, 'annual': 34.49, 'lifetime': 68.98}"
POL_PH_000237_1,PH_000237,Home,458.62,100,Active,2024-04-13 20:57:36.583126,2025-04-13 20:57:36.583126,3528.99,"{'per_incident': 366.9, 'annual': 458.62, 'lifetime': 917.24}"
POL_PH_000238_1,PH_000238,Health,99.4,100,Active,2023-07-21 20:57:36.584127,2024-07-20 20:57:36.584127,4405.09,"{'per_incident': 79.52, 'annual': 99.4, 'lifetime': 198.8}"
POL_PH_000238_2,PH_000238,Auto,53.52,100,Active,2022-11-24 20:57:36.584127,2023-11-24 20:57:36.584127,593.87,"{'per_incident': 42.82, 'annual': 53.52, 'lifetime': 107.04}"
POL_PH_000239_1,PH_000239,Health,25.71,100,Inactive,2023-02-20 20:57:36.584127,2024-02-20 20:57:36.584127,3339.49,"{'per_incident': 20.57, 'annual': 25.71, 'lifetime': 51.42}"
POL_PH_000239_2,PH_000239,Auto,118.86,100,Active,2024-08-23 20:57:36.584127,2025-08-23 20:57:36.584127,1710.29,"{'per_incident': 95.09, 'annual': 118.86, 'lifetime': 237.72}"
POL_PH_000240_1,PH_000240,Life,48.54,100,Inactive,2022-12-24 20:57:36.584127,2023-12-24 20:57:36.584127,228.82,"{'per_incident': 38.83, 'annual': 48.54, 'lifetime': 97.08}"
POL_PH_000241_1,PH_000241,Home,443.45,100,Inactive,2023-09-05 20:57:36.584127,2024-09-04 20:57:36.584127,3774.2,"{'per_incident': 354.76, 'annual': 443.45, 'lifetime': 886.9}"
POL_PH_000241_2,PH_000241,Disability,553.03,100,Active,2023-09-16 20:57:36.584127,2024-09-15 20:57:36.584127,2485.56,"{'per_incident': 442.42, 'annual': 553.03, 'lifetime': 1106.06}"
POL_PH_000241_3,PH_000241,Health,705.33,100,Active,2024-09-21 20:57:36.584127,2025-09-21 20:57:36.584127,4808.94,"{'per_incident': 564.26, 'annual': 705.33, 'lifetime': 1410.66}"
POL_PH_000242_1,PH_000242,Life,311.11,100,Active,2024-03-10 20:57:36.584127,2025-03-10 20:57:36.584127,1736.52,"{'per_incident': 248.89, 'annual': 311.11, 'lifetime': 622.22}"
POL_PH_000243_1,PH_000243,Disability,816.21,100,Cancelled,2025-02-17 20:57:36.584127,2026-02-17 20:57:36.584127,3064.62,"{'per_incident': 652.97, 'annual': 816.21, 'lifetime': 1632.42}"
POL_PH_000244_1,PH_000244,Auto,70.85,100,Active,2024-01-16 20:57:36.584127,2025-01-15 20:57:36.584127,2495.62,"{'per_incident': 56.68, 'annual': 70.85, 'lifetime': 141.7}"
POL_PH_000244_2,PH_000244,Home,50.01,100,Cancelled,2025-06-26 20:57:36.584127,2026-06-26 20:57:36.584127,1514.38,"{'per_incident': 40.01, 'annual': 50.01, 'lifetime': 100.02}"
POL_PH_000245_1,PH_000245,Home,150.61,100,Active,2023-06-22 20:57:36.584127,2024-06-21 20:57:36.584127,280.48,"{'per_incident': 120.49, 'annual': 150.61, 'lifetime': 301.22}"
POL_PH_000246_1,PH_000246,Life,55.24,100,Active,2025-05-12 20:57:36.584127,2026-05-12 20:57:36.584127,2043.56,"{'per_incident': 44.19, 'annual': 55.24, 'lifetime': 110.48}"
POL_PH_000247_1,PH_000247,Health,117.23,100,Active,2024-09-22 20:57:36.585127,2025-09-22 20:57:36.585127,2366.98,"{'per_incident': 93.78, 'annual': 117.23, 'lifetime': 234.46}"
POL_PH_000248_1,PH_000248,Home,48.97,100,Active,2024-06-09 20:57:36.585127,2025-06-09 20:57:36.585127,1586.51,"{'per_incident': 39.18, 'annual': 48.97, 'lifetime': 97.94}"
POL_PH_000249_1,PH_000249,Health,112.1,100,Active,2024-05-25 20:57:36.585127,2025-05-25 20:57:36.585127,4037.51,"{'per_incident': 89.68, 'annual': 112.1, 'lifetime': 224.2}"
POL_PH_000250_1,PH_000250,Home,49.37,100,Active,2024-05-17 20:57:36.585127,2025-05-17 20:57:36.585127,3161.72,"{'per_incident': 39.5, 'annual': 49.37, 'lifetime': 98.74}"
POL_PH_000251_1,PH_000251,Home,68.08,100,Inactive,2024-06-24 20:57:36.585127,2025-06-24 20:57:36.585127,1475.64,"{'per_incident': 54.46, 'annual': 68.08, 'lifetime': 136.16}"
POL_PH_000252_1,PH_000252,Auto,30.79,100,Active,2024-02-17 20:57:36.585127,2025-02-16 20:57:36.585127,1362.68,"{'per_incident': 24.63, 'annual': 30.79, 'lifetime': 61.58}"
POL_PH_000253_1,PH_000253,Life,82.4,100,Active,2023-05-06 20:57:36.585127,2024-05-05 20:57:36.585127,690.87,"{'per_incident': 65.92, 'annual': 82.4, 'lifetime': 164.8}"
POL_PH_000253_2,PH_000253,Home,54.07,100,Inactive,2022-10-05 20:57:36.586127,2023-10-05 20:57:36.586127,2374.28,"{'per_incident': 43.26, 'annual': 54.07, 'lifetime': 108.14}"
POL_PH_000253_3,PH_000253,Auto,39.86,100,Inactive,2025-07-11 20:57:36.586127,2026-07-11 20:57:36.586127,3272.45,"{'per_incident': 31.89, 'annual': 39.86, 'lifetime': 79.72}"
POL_PH_000254_1,PH_000254,Home,75.38,100,Active,2025-08-03 20:57:36.586127,2026-08-03 20:57:36.586127,4697.6,"{'per_incident': 60.3, 'annual': 75.38, 'lifetime': 150.76}"
POL_PH_000255_1,PH_000255,Disability,76.53,100,Active,2022-12-25 20:57:36.586127,2023-12-25 20:57:36.586127,4312.0,"{'per_incident': 61.22, 'annual': 76.53, 'lifetime': 153.06}"
POL_PH_000255_2,PH_000255,Disability,97.19,100,Active,2024-11-24 20:57:36.586127,2025-11-24 20:57:36.586127,878.65,"{'per_incident': 77.75, 'annual': 97.19, 'lifetime': 194.38}"
POL_PH_000255_3,PH_000255,Home,85.15,100,Active,2024-09-01 20:57:36.586127,2025-09-01 20:57:36.586127,2870.46,"{'per_incident': 68.12, 'annual': 85.15, 'lifetime': 170.3}"
POL_PH_000256_1,PH_000256,Disability,229.03,100,Active,2025-08-04 20:57:36.586127,2026-08-04 20:57:36.586127,4184.54,"{'per_incident': 183.22, 'annual': 229.03, 'lifetime': 458.06}"
POL_PH_000256_2,PH_000256,Auto,108.97,100,Active,2024-05-20 20:57:36.586127,2025-05-20 20:57:36.586127,3390.48,"{'per_incident': 87.18, 'annual': 108.97, 'lifetime': 217.94}"
POL_PH_000257_1,PH_000257,Home,42.62,100,Active,2024-03-23 20:57:36.586127,2025-03-23 20:57:36.586127,2331.3,"{'per_incident': 34.1, 'annual': 42.62, 'lifetime': 85.24}"
POL_PH_000258_1,PH_000258,Health,188.44,100,Inactive,2023-12-05 20:57:36.586127,2024-12-04 20:57:36.586127,2825.89,"{'per_incident': 150.75, 'annual': 188.44, 'lifetime': 376.88}"
POL_PH_000259_1,PH_000259,Auto,120.52,100,Active,2024-02-05 20:57:36.586127,2025-02-04 20:57:36.586127,4014.17,"{'per_incident': 96.42, 'annual': 120.52, 'lifetime': 241.04}"
POL_PH_000259_2,PH_000259,Home,391.41,100,Active,2023-04-07 20:57:36.586127,2024-04-06 20:57:36.586127,2034.66,"{'per_incident': 313.13, 'annual': 391.41, 'lifetime': 782.82}"
POL_PH_000260_1,PH_000260,Home,42.28,100,Cancelled,2023-07-12 20:57:36.586127,2024-07-11 20:57:36.586127,3891.64,"{'per_incident': 33.82, 'annual': 42.28, 'lifetime': 84.56}"
POL_PH_000260_2,PH_000260,Home,58.16,100,Active,2023-09-07 20:57:36.586127,2024-09-06 20:57:36.586127,2564.15,"{'per_incident': 46.53, 'annual': 58.16, 'lifetime': 116.32}"
POL_PH_000261_1,PH_000261,Disability,73.36,100,Inactive,2023-01-24 20:57:36.586127,2024-01-24 20:57:36.586127,1493.53,"{'per_incident': 58.69, 'annual': 73.36, 'lifetime': 146.72}"
POL_PH_000262_1,PH_000262,Life,136.02,100,Active,2024-03-23 20:57:36.586127,2025-03-23 20:57:36.586127,3924.29,"{'per_incident': 108.82, 'annual': 136.02, 'lifetime': 272.04}"
POL_PH_000263_1,PH_000263,Home,167.49,100,Active,2024-06-01 20:57:36.586127,2025-06-01 20:57:36.586127,4502.47,"{'per_incident': 133.99, 'annual': 167.49, 'lifetime': 334.98}"
POL_PH_000264_1,PH_000264,Home,182.88,100,Active,2023-01-09 20:57:36.586127,2024-01-09 20:57:36.586127,2003.7,"{'per_incident': 146.3, 'annual': 182.88, 'lifetime': 365.76}"
POL_PH_000265_1,PH_000265,Auto,56.87,100,Active,2023-12-12 20:57:36.586127,2024-12-11 20:57:36.586127,386.81,"{'per_incident': 45.5, 'annual': 56.87, 'lifetime': 113.74}"
POL_PH_000265_2,PH_000265,Health,62.76,100,Active,2023-05-31 20:57:36.586127,2024-05-30 20:57:36.586127,4607.42,"{'per_incident': 50.21, 'annual': 62.76, 'lifetime': 125.52}"
POL_PH_000266_1,PH_000266,Health,186.69,100,Active,2025-01-24 20:57:36.587633,2026-01-24 20:57:36.587633,2374.56,"{'per_incident': 149.35, 'annual': 186.69, 'lifetime': 373.38}"
POL_PH_000267_1,PH_000267,Auto,58.57,100,Active,2025-08-06 20:57:36.587633,2026-08-06 20:57:36.587633,2627.55,"{'per_incident': 46.86, 'annual': 58.57, 'lifetime': 117.14}"
POL_PH_000267_2,PH_000267,Disability,23.53,100,Active,2022-10-09 20:57:36.587633,2023-10-09 20:57:36.587633,776.27,"{'per_incident': 18.82, 'annual': 23.53, 'lifetime': 47.06}"
POL_PH_000268_1,PH_000268,Auto,123.53,100,Inactive,2023-07-17 20:57:36.587633,2024-07-16 20:57:36.587633,4986.87,"{'per_incident': 98.82, 'annual': 123.53, 'lifetime': 247.06}"
POL_PH_000269_1,PH_000269,Home,42.73,100,Active,2024-01-21 20:57:36.587633,2025-01-20 20:57:36.587633,2029.12,"{'per_incident': 34.18, 'annual': 42.73, 'lifetime': 85.46}"
POL_PH_000270_1,PH_000270,Home,74.29,100,Active,2023-12-19 20:57:36.587633,2024-12-18 20:57:36.587633,4506.74,"{'per_incident': 59.43, 'annual': 74.29, 'lifetime': 148.58}"
POL_PH_000270_2,PH_000270,Auto,124.23,100,Active,2025-01-12 20:57:36.587633,2026-01-12 20:57:36.587633,4997.11,"{'per_incident': 99.38, 'annual': 124.23, 'lifetime': 248.46}"
POL_PH_000270_3,PH_000270,Auto,66.57,100,Active,2022-12-09 20:57:36.587633,2023-12-09 20:57:36.587633,3479.94,"{'per_incident': 53.26, 'annual': 66.57, 'lifetime': 133.14}"
POL_PH_000271_1,PH_000271,Auto,25.12,100,Active,2025-04-13 20:57:36.587633,2026-04-13 20:57:36.587633,298.13,"{'per_incident': 20.1, 'annual': 25.12, 'lifetime': 50.24}"
POL_PH_000272_1,PH_000272,Home,40.67,100,Active,2023-10-03 20:57:36.587633,2024-10-02 20:57:36.587633,3047.61,"{'per_incident': 32.54, 'annual': 40.67, 'lifetime': 81.34}"
POL_PH_000273_1,PH_000273,Auto,166.13,100,Active,2024-02-02 20:57:36.587633,2025-02-01 20:57:36.587633,226.72,"{'per_incident': 132.9, 'annual': 166.13, 'lifetime': 332.26}"
POL_PH_000274_1,PH_000274,Health,433.84,100,Active,2023-10-26 20:57:36.587633,2024-10-25 20:57:36.587633,403.9,"{'per_incident': 347.07, 'annual': 433.84, 'lifetime': 867.68}"
POL_PH_000275_1,PH_000275,Home,91.88,100,Active,2024-02-01 20:57:36.587633,2025-01-31 20:57:36.587633,2038.12,"{'per_incident': 73.5, 'annual': 91.88, 'lifetime': 183.76}"
POL_PH_000276_1,PH_000276,Home,47.13,100,Active,2024-03-05 20:57:36.587633,2025-03-05 20:57:36.587633,3028.65,"{'per_incident': 37.7, 'annual': 47.13, 'lifetime': 94.26}"
POL_PH_000276_2,PH_000276,Life,55.1,100,Inactive,2023-12-19 20:57:36.587633,2024-12-18 20:57:36.587633,4932.99,"{'per_incident': 44.08, 'annual': 55.1, 'lifetime': 110.2}"
POL_PH_000277_1,PH_000277,Auto,44.98,100,Active,2024-08-01 20:57:36.588641,2025-08-01 20:57:36.588641,4285.88,"{'per_incident': 35.98, 'annual': 44.98, 'lifetime': 89.96}"
POL_PH_000277_2,PH_000277,Auto,15.42,100,Cancelled,2024-10-18 20:57:36.588641,2025-10-18 20:57:36.588641,2382.61,"{'per_incident': 12.34, 'annual': 15.42, 'lifetime': 30.84}"
POL_PH_000278_1,PH_000278,Disability,94.3,100,Inactive,2022-09-27 20:57:36.588641,2023-09-27 20:57:36.588641,4117.46,"{'per_incident': 75.44, 'annual': 94.3, 'lifetime': 188.6}"
POL_PH_000278_2,PH_000278,Health,19.19,100,Active,2024-04-16 20:57:36.588641,2025-04-16 20:57:36.588641,215.35,"{'per_incident': 15.35, 'annual': 19.19, 'lifetime': 38.38}"
POL_PH_000278_3,PH_000278,Auto,95.74,100,Active,2025-04-27 20:57:36.588641,2026-04-27 20:57:36.588641,3987.46,"{'per_incident': 76.59, 'annual': 95.74, 'lifetime': 191.48}"
POL_PH_000279_1,PH_000279,Auto,144.4,100,Active,2023-05-17 20:57:36.588641,2024-05-16 20:57:36.588641,1523.91,"{'per_incident': 115.52, 'annual': 144.4, 'lifetime': 288.8}"
POL_PH_000280_1,PH_000280,Life,23.52,100,Active,2023-11-06 20:57:36.588641,2024-11-05 20:57:36.588641,2716.64,"{'per_incident': 18.82, 'annual': 23.52, 'lifetime': 47.04}"
POL_PH_000281_1,PH_000281,Disability,27.88,100,Active,2024-11-08 20:57:36.588641,2025-11-08 20:57:36.588641,305.67,"{'per_incident': 22.3, 'annual': 27.88, 'lifetime': 55.76}"
POL_PH_000281_2,PH_000281,Home,64.29,100,Active,2025-06-30 20:57:36.588641,2026-06-30 20:57:36.588641,2486.52,"{'per_incident': 51.43, 'annual': 64.29, 'lifetime': 128.58}"
POL_PH_000281_3,PH_000281,Disability,52.73,100,Active,2022-11-07 20:57:36.588641,2023-11-07 20:57:36.588641,1023.57,"{'per_incident': 42.18, 'annual': 52.73, 'lifetime': 105.46}"
