claim_id,policyholder_id,claim_type,claim_amount,severity,status,claim_date,description
CL_000472,PH_000406,Health,665.61,Low,Closed,2020-11-02 20:57:36.491595,Health claim - Low severity
CL_000473,PH_000318,Auto,299.26,Low,Closed,2021-07-15 20:57:36.491595,Auto claim - Low severity
CL_000474,PH_000348,Health,693.66,Medium,Closed,2024-06-23 20:57:36.491595,Health claim - Medium severity
CL_000475,PH_000342,Property,2085.15,High,Closed,2021-05-08 20:57:36.491595,Property claim - High severity
CL_000476,PH_000173,Health,1665.88,Medium,Denied,2025-04-16 20:57:36.491595,Health claim - Medium severity
CL_000477,PH_000523,Life,172.03,Low,Closed,2022-03-03 20:57:36.491595,Life claim - Low severity
CL_000478,PH_000117,Life,364.22,Low,Closed,2022-09-29 20:57:36.491595,Life claim - Low severity
CL_000479,PH_000523,Health,984.01,Medium,Closed,2024-08-18 20:57:36.491595,Health claim - Medium severity
CL_000480,PH_000928,Auto,3397.96,High,Closed,2021-05-14 20:57:36.491595,Auto claim - High severity
CL_000481,PH_000358,Auto,232.24,Low,Closed,2023-10-01 20:57:36.491595,Auto claim - Low severity
CL_000482,PH_000745,Property,2458.2,High,Closed,2021-02-15 20:57:36.491595,Property claim - High severity
CL_000483,PH_000661,Life,449.36,Low,Open,2021-02-23 20:57:36.491595,Life claim - Low severity
CL_000484,PH_000152,Auto,436.65,Low,Denied,2024-05-24 20:57:36.491595,Auto claim - Low severity
CL_000485,PH_000106,Auto,482.73,Low,Closed,2024-11-24 20:57:36.491595,Auto claim - Low severity
CL_000486,PH_000263,Property,1321.15,Medium,Closed,2024-08-11 20:57:36.491595,Property claim - Medium severity
CL_000487,PH_000178,Auto,118.03,Low,Closed,2022-05-05 20:57:36.491595,Auto claim - Low severity
CL_000488,PH_000157,Life,463.62,Low,Closed,2021-06-16 20:57:36.491595,Life claim - Low severity
CL_000489,PH_000778,Auto,534.57,Low,Closed,2022-01-16 20:57:36.491595,Auto claim - Low severity
CL_000490,PH_000078,Property,927.93,Medium,Closed,2024-09-22 20:57:36.491595,Property claim - Medium severity
CL_000491,PH_000975,Property,490.87,Medium,Open,2021-05-21 20:57:36.491595,Property claim - Medium severity
CL_000492,PH_000644,Auto,1418.53,Medium,Closed,2022-12-13 20:57:36.491595,Auto claim - Medium severity
CL_000493,PH_000476,Auto,956.41,Medium,Closed,2021-06-27 20:57:36.491595,Auto claim - Medium severity
CL_000494,PH_000578,Property,551.69,Low,Closed,2021-06-16 20:57:36.491595,Property claim - Low severity
CL_000495,PH_000594,Life,1017.32,Medium,Under Review,2023-03-15 20:57:36.491595,Life claim - Medium severity
CL_000496,PH_000698,Life,186.65,Low,Closed,2020-10-09 20:57:36.491595,Life claim - Low severity
CL_000497,PH_000579,Auto,518.67,Low,Closed,2022-02-11 20:57:36.491595,Auto claim - Low severity
CL_000498,PH_000651,Disability,319.25,Medium,Closed,2022-03-20 20:57:36.491595,Disability claim - Medium severity
CL_000499,PH_000331,Property,1310.56,Medium,Under Review,2020-11-15 20:57:36.491595,Property claim - Medium severity
CL_000500,PH_000995,Property,2960.08,Medium,Denied,2022-03-15 20:57:36.491595,Property claim - Medium severity
CL_000501,PH_000324,Property,213.04,Low,Closed,2024-11-14 20:57:36.491595,Property claim - Low severity
CL_000502,PH_000451,Disability,400.32,Low,Denied,2025-05-03 20:57:36.491595,Disability claim - Low severity
CL_000503,PH_000481,Health,2980.05,High,Closed,2023-03-29 20:57:36.491595,Health claim - High severity
CL_000504,PH_000647,Property,696.67,Low,Under Review,2024-01-08 20:57:36.492603,Property claim - Low severity
CL_000505,PH_000816,Property,631.6,Low,Closed,2024-03-06 20:57:36.492603,Property claim - Low severity
CL_000506,PH_000606,Health,579.83,Medium,Open,2025-05-27 20:57:36.492603,Health claim - Medium severity
CL_000507,PH_000361,Auto,650.47,Low,Closed,2022-11-15 20:57:36.492603,Auto claim - Low severity
CL_000508,PH_000076,Auto,3547.96,High,Closed,2023-12-24 20:57:36.492603,Auto claim - High severity
CL_000509,PH_000473,Property,1419.17,Medium,Closed,2023-03-09 20:57:36.492603,Property claim - Medium severity
CL_000510,PH_000039,Auto,1182.95,Medium,Closed,2025-05-26 20:57:36.492603,Auto claim - Medium severity
CL_000511,PH_000378,Auto,2397.41,High,Under Review,2021-01-20 20:57:36.492603,Auto claim - High severity
CL_000512,PH_000294,Property,354.21,Low,Denied,2025-04-15 20:57:36.492603,Property claim - Low severity
CL_000513,PH_000661,Auto,374.61,Low,Closed,2020-11-15 20:57:36.492603,Auto claim - Low severity
CL_000514,PH_000876,Property,1339.77,Medium,Under Review,2025-03-19 20:57:36.492603,Property claim - Medium severity
CL_000515,PH_000630,Property,2844.65,High,Open,2022-05-22 20:57:36.492603,Property claim - High severity
CL_000516,PH_000520,Auto,263.61,Low,Open,2023-07-25 20:57:36.492603,Auto claim - Low severity
CL_000517,PH_000474,Auto,2409.79,Medium,Closed,2022-06-19 20:57:36.492603,Auto claim - Medium severity
CL_000518,PH_000568,Property,10305.55,Critical,Closed,2021-04-12 20:57:36.492603,Property claim - Critical severity
CL_000519,PH_000757,Disability,1567.03,Medium,Closed,2025-06-27 20:57:36.492603,Disability claim - Medium severity
CL_000520,PH_000461,Auto,1905.97,High,Under Review,2021-03-06 20:57:36.492603,Auto claim - High severity
CL_000521,PH_000586,Auto,3072.39,Medium,Closed,2022-01-24 20:57:36.492603,Auto claim - Medium severity
CL_000522,PH_000193,Life,552.07,Low,Closed,2023-12-01 20:57:36.492603,Life claim - Low severity
CL_000523,PH_000620,Health,7690.6,High,Closed,2023-01-19 20:57:36.492603,Health claim - High severity
CL_000524,PH_000514,Auto,214.93,Low,Closed,2024-11-15 20:57:36.492603,Auto claim - Low severity
CL_000525,PH_000981,Life,4993.72,Critical,Closed,2025-05-16 20:57:36.492603,Life claim - Critical severity
CL_000526,PH_000462,Health,2402.66,Medium,Closed,2025-02-20 20:57:36.492603,Health claim - Medium severity
CL_000527,PH_000831,Auto,570.87,Low,Under Review,2021-01-09 20:57:36.492603,Auto claim - Low severity
CL_000528,PH_000352,Auto,1166.75,Medium,Closed,2021-09-18 20:57:36.492603,Auto claim - Medium severity
CL_000529,PH_000087,Health,203.42,Low,Closed,2022-11-21 20:57:36.492603,Health claim - Low severity
CL_000530,PH_000662,Health,2007.44,High,Open,2024-10-01 20:57:36.492603,Health claim - High severity
CL_000531,PH_000041,Auto,370.22,Low,Closed,2024-04-30 20:57:36.493602,Auto claim - Low severity
CL_000532,PH_000725,Auto,378.12,Low,Closed,2023-04-07 20:57:36.493602,Auto claim - Low severity
CL_000533,PH_000450,Property,695.63,Low,Closed,2022-10-12 20:57:36.493602,Property claim - Low severity
CL_000534,PH_000536,Property,257.2,Low,Denied,2022-04-20 20:57:36.493602,Property claim - Low severity
CL_000535,PH_000163,Auto,3166.54,High,Closed,2023-09-05 20:57:36.493602,Auto claim - High severity
CL_000536,PH_000382,Health,10295.1,Critical,Denied,2024-02-18 20:57:36.493602,Health claim - Critical severity
CL_000537,PH_000397,Property,3001.03,High,Closed,2023-06-05 20:57:36.493602,Property claim - High severity
CL_000538,PH_000794,Auto,153.89,Low,Closed,2023-10-28 20:57:36.493602,Auto claim - Low severity
CL_000539,PH_000696,Property,6804.7,Critical,Closed,2022-05-14 20:57:36.493602,Property claim - Critical severity
CL_000540,PH_000054,Health,750.86,Low,Closed,2021-04-17 20:57:36.493602,Health claim - Low severity
CL_000541,PH_000647,Auto,309.21,Low,Closed,2022-02-02 20:57:36.493602,Auto claim - Low severity
CL_000542,PH_000343,Auto,322.92,Low,Closed,2025-05-08 20:57:36.493602,Auto claim - Low severity
CL_000543,PH_000338,Health,743.89,Low,Open,2025-03-10 20:57:36.493602,Health claim - Low severity
CL_000544,PH_000572,Health,6273.62,Critical,Closed,2021-11-30 20:57:36.493602,Health claim - Critical severity
CL_000545,PH_000396,Health,1043.49,Low,Closed,2024-02-16 20:57:36.493602,Health claim - Low severity
CL_000546,PH_000259,Auto,510.25,Medium,Closed,2021-08-29 20:57:36.493602,Auto claim - Medium severity
CL_000547,PH_000873,Property,234.17,Low,Closed,2022-01-14 20:57:36.493602,Property claim - Low severity
CL_000548,PH_000988,Auto,1907.71,Medium,Under Review,2022-05-04 20:57:36.493602,Auto claim - Medium severity
CL_000549,PH_000895,Life,427.84,Medium,Closed,2024-11-16 20:57:36.493602,Life claim - Medium severity
CL_000550,PH_000342,Auto,666.86,Low,Closed,2025-04-06 20:57:36.493602,Auto claim - Low severity
CL_000551,PH_000597,Property,328.45,Low,Closed,2021-12-30 20:57:36.493602,Property claim - Low severity
CL_000552,PH_000145,Disability,424.8,Low,Closed,2023-10-04 20:57:36.493602,Disability claim - Low severity
CL_000553,PH_000318,Life,179.2,Low,Closed,2022-01-15 20:57:36.493602,Life claim - Low severity
CL_000554,PH_000716,Property,559.27,Medium,Closed,2022-01-02 20:57:36.493602,Property claim - Medium severity
CL_000555,PH_000402,Life,1565.96,Medium,Closed,2024-12-29 20:57:36.493602,Life claim - Medium severity
CL_000556,PH_000610,Auto,233.66,Low,Closed,2021-09-29 20:57:36.493602,Auto claim - Low severity
CL_000557,PH_000961,Life,411.08,Low,Denied,2025-03-30 20:57:36.493602,Life claim - Low severity
CL_000558,PH_000318,Disability,1169.24,Medium,Closed,2022-08-02 20:57:36.493602,Disability claim - Medium severity
CL_000559,PH_000386,Property,220.47,Low,Open,2022-02-10 20:57:36.493602,Property claim - Low severity
CL_000560,PH_000811,Auto,444.55,Low,Open,2023-11-17 20:57:36.493602,Auto claim - Low severity
CL_000561,PH_000833,Disability,361.84,Medium,Closed,2025-01-01 20:57:36.494601,Disability claim - Medium severity
CL_000562,PH_000687,Life,269.51,Low,Closed,2021-10-11 20:57:36.494601,Life claim - Low severity
CL_000563,PH_000849,Life,786.41,Medium,Closed,2021-07-29 20:57:36.494601,Life claim - Medium severity
CL_000564,PH_000702,Life,120.7,Low,Closed,2022-10-07 20:57:36.494601,Life claim - Low severity
CL_000565,PH_000096,Life,805.58,Low,Closed,2022-02-04 20:57:36.494601,Life claim - Low severity
CL_000566,PH_000687,Life,738.79,Low,Closed,2023-05-06 20:57:36.494601,Life claim - Low severity
CL_000567,PH_000521,Life,734.44,Low,Closed,2023-09-09 20:57:36.494601,Life claim - Low severity
CL_000568,PH_000019,Property,1477.77,Medium,Closed,2023-09-08 20:57:36.494601,Property claim - Medium severity
CL_000569,PH_000317,Auto,320.47,Low,Closed,2024-09-15 20:57:36.494601,Auto claim - Low severity
CL_000570,PH_000974,Life,1001.47,Medium,Closed,2024-07-08 20:57:36.494601,Life claim - Medium severity
CL_000571,PH_000350,Auto,361.51,Low,Closed,2021-06-03 20:57:36.494601,Auto claim - Low severity
CL_000572,PH_000498,Auto,1835.09,High,Closed,2024-08-22 20:57:36.494601,Auto claim - High severity
CL_000573,PH_000232,Auto,814.16,Low,Closed,2024-12-12 20:57:36.494601,Auto claim - Low severity
CL_000574,PH_000159,Life,3694.01,Medium,Closed,2025-04-14 20:57:36.494601,Life claim - Medium severity
CL_000575,PH_000303,Property,700.19,Low,Closed,2020-12-25 20:57:36.494601,Property claim - Low severity
CL_000576,PH_000808,Auto,2473.43,High,Closed,2025-02-24 20:57:36.494601,Auto claim - High severity
CL_000577,PH_000520,Auto,1695.72,Medium,Open,2021-05-25 20:57:36.494601,Auto claim - Medium severity
CL_000578,PH_000553,Life,605.08,Low,Closed,2021-01-13 20:57:36.494601,Life claim - Low severity
CL_000579,PH_000757,Auto,1489.82,Medium,Closed,2020-10-06 20:57:36.494601,Auto claim - Medium severity
CL_000580,PH_000540,Health,279.02,Low,Closed,2025-07-04 20:57:36.494601,Health claim - Low severity
CL_000581,PH_000678,Property,356.89,Low,Closed,2023-10-31 20:57:36.494601,Property claim - Low severity
CL_000582,PH_000898,Health,519.44,Low,Closed,2021-06-03 20:57:36.494601,Health claim - Low severity
CL_000583,PH_000633,Auto,523.74,Medium,Closed,2024-12-25 20:57:36.494601,Auto claim - Medium severity
CL_000584,PH_000612,Auto,378.27,Low,Closed,2023-08-10 20:57:36.494601,Auto claim - Low severity
CL_000585,PH_000158,Auto,529.83,Medium,Closed,2024-10-22 20:57:36.494601,Auto claim - Medium severity
CL_000586,PH_000186,Auto,317.7,Low,Open,2021-01-21 20:57:36.494601,Auto claim - Low severity
CL_000587,PH_000710,Property,474.73,Low,Closed,2021-05-24 20:57:36.494601,Property claim - Low severity
CL_000588,PH_000640,Auto,3746.54,High,Closed,2021-03-08 20:57:36.495601,Auto claim - High severity
CL_000589,PH_000925,Property,2415.04,Medium,Closed,2024-10-15 20:57:36.495601,Property claim - Medium severity
CL_000590,PH_000739,Property,3309.97,Medium,Closed,2023-04-07 20:57:36.495601,Property claim - Medium severity
CL_000591,PH_000045,Auto,1138.47,Medium,Closed,2023-06-01 20:57:36.495601,Auto claim - Medium severity
CL_000592,PH_000374,Auto,537.35,Medium,Denied,2021-12-04 20:57:36.495601,Auto claim - Medium severity
CL_000593,PH_000737,Property,354.47,Low,Closed,2024-05-21 20:57:36.495601,Property claim - Low severity
CL_000594,PH_000993,Life,489.85,Low,Closed,2023-03-25 20:57:36.495601,Life claim - Low severity
CL_000595,PH_000626,Health,466.4,Low,Closed,2024-02-14 20:57:36.495601,Health claim - Low severity
CL_000596,PH_000771,Auto,638.74,Medium,Closed,2021-07-09 20:57:36.495601,Auto claim - Medium severity
CL_000597,PH_000803,Life,2572.62,Medium,Closed,2023-03-15 20:57:36.495601,Life claim - Medium severity
CL_000598,PH_000240,Auto,6312.01,Critical,Closed,2022-09-22 20:57:36.495601,Auto claim - Critical severity
CL_000599,PH_000245,Auto,827.1,Low,Closed,2023-12-26 20:57:36.495601,Auto claim - Low severity
CL_000600,PH_000989,Health,311.41,Low,Closed,2021-03-08 20:57:36.495601,Health claim - Low severity
CL_000601,PH_000804,Disability,1474.07,Medium,Closed,2023-02-02 20:57:36.495601,Disability claim - Medium severity
CL_000602,PH_000926,Health,721.33,Low,Closed,2021-01-13 20:57:36.495601,Health claim - Low severity
CL_000603,PH_000199,Auto,839.73,Medium,Open,2023-08-28 20:57:36.495601,Auto claim - Medium severity
CL_000604,PH_000695,Property,260.96,Low,Closed,2022-07-09 20:57:36.495601,Property claim - Low severity
CL_000605,PH_000452,Property,6060.41,High,Closed,2023-02-17 20:57:36.495601,Property claim - High severity
CL_000606,PH_000788,Health,5005.06,Critical,Open,2024-02-20 20:57:36.495601,Health claim - Critical severity
CL_000607,PH_000797,Health,718.85,Medium,Denied,2023-07-30 20:57:36.495601,Health claim - Medium severity
CL_000608,PH_000515,Life,7605.82,Critical,Closed,2022-10-05 20:57:36.495601,Life claim - Critical severity
CL_000609,PH_000429,Auto,287.58,Low,Closed,2024-10-23 20:57:36.495601,Auto claim - Low severity
CL_000610,PH_000837,Auto,1193.49,Low,Closed,2024-08-07 20:57:36.495601,Auto claim - Low severity
CL_000611,PH_000821,Disability,196.73,Low,Open,2022-04-30 20:57:36.496600,Disability claim - Low severity
CL_000612,PH_000142,Property,495.76,Low,Denied,2020-10-28 20:57:36.496600,Property claim - Low severity
CL_000613,PH_000257,Property,636.92,Medium,Closed,2025-06-05 20:57:36.496600,Property claim - Medium severity
CL_000614,PH_000657,Auto,324.76,Medium,Open,2023-01-09 20:57:36.496600,Auto claim - Medium severity
CL_000615,PH_000896,Auto,1705.36,High,Closed,2023-08-21 20:57:36.496600,Auto claim - High severity
CL_000616,PH_000568,Life,1484.08,Medium,Closed,2025-02-21 20:57:36.496600,Life claim - Medium severity
CL_000617,PH_000729,Health,615.17,Low,Closed,2020-12-22 20:57:36.496600,Health claim - Low severity
CL_000618,PH_000529,Auto,1510.33,Medium,Closed,2020-12-11 20:57:36.496600,Auto claim - Medium severity
CL_000619,PH_000128,Auto,4044.52,High,Closed,2024-02-14 20:57:36.496600,Auto claim - High severity
CL_000620,PH_000086,Life,2477.64,Medium,Denied,2021-06-10 20:57:36.496600,Life claim - Medium severity
CL_000621,PH_000165,Property,2433.26,High,Denied,2024-03-10 20:57:36.496600,Property claim - High severity
CL_000622,PH_000461,Auto,1807.76,Medium,Closed,2022-11-03 20:57:36.496600,Auto claim - Medium severity
CL_000623,PH_000151,Life,299.66,Low,Open,2021-01-22 20:57:36.496600,Life claim - Low severity
CL_000624,PH_000448,Auto,3057.7,High,Closed,2025-03-16 20:57:36.496600,Auto claim - High severity
CL_000625,PH_000970,Health,986.39,Medium,Open,2024-06-22 20:57:36.496600,Health claim - Medium severity
CL_000626,PH_000837,Auto,701.16,Low,Closed,2023-03-11 20:57:36.496600,Auto claim - Low severity
CL_000627,PH_000906,Property,532.36,Low,Under Review,2023-10-05 20:57:36.496600,Property claim - Low severity
CL_000628,PH_000953,Life,1152.6,Medium,Denied,2025-07-27 20:57:36.496600,Life claim - Medium severity
CL_000629,PH_000425,Health,175.24,Low,Under Review,2025-06-02 20:57:36.496600,Health claim - Low severity
CL_000630,PH_000406,Auto,293.83,Low,Closed,2022-11-26 20:57:36.496600,Auto claim - Low severity
CL_000631,PH_000383,Life,402.57,Low,Open,2024-05-25 20:57:36.496600,Life claim - Low severity
CL_000632,PH_000396,Auto,1060.95,Medium,Closed,2025-04-05 20:57:36.496600,Auto claim - Medium severity
CL_000633,PH_000384,Property,5778.88,Critical,Under Review,2024-06-17 20:57:36.496600,Property claim - Critical severity
CL_000634,PH_000029,Auto,4210.3,Critical,Closed,2023-12-07 20:57:36.496600,Auto claim - Critical severity
CL_000635,PH_000954,Property,761.67,Low,Closed,2025-03-01 20:57:36.496600,Property claim - Low severity
CL_000636,PH_000860,Health,560.75,Low,Open,2021-09-17 20:57:36.496600,Health claim - Low severity
CL_000637,PH_000666,Auto,223.96,Low,Closed,2023-11-03 20:57:36.496600,Auto claim - Low severity
CL_000638,PH_000811,Health,338.18,Low,Closed,2024-11-24 20:57:36.496600,Health claim - Low severity
CL_000639,PH_000141,Health,2211.35,High,Closed,2025-07-03 20:57:36.496600,Health claim - High severity
CL_000640,PH_000294,Auto,742.76,Low,Closed,2021-01-24 20:57:36.496600,Auto claim - Low severity
CL_000641,PH_000484,Auto,1947.29,High,Open,2021-10-25 20:57:36.496600,Auto claim - High severity
CL_000642,PH_000852,Property,18997.36,Critical,Under Review,2024-12-09 20:57:36.496600,Property claim - Critical severity
CL_000643,PH_000778,Health,1791.62,High,Closed,2021-10-06 20:57:36.497600,Health claim - High severity
CL_000644,PH_000481,Auto,823.69,Medium,Closed,2023-03-16 20:57:36.497600,Auto claim - Medium severity
CL_000645,PH_000631,Auto,308.29,Low,Closed,2025-09-09 20:57:36.497600,Auto claim - Low severity
CL_000646,PH_000928,Auto,1906.54,Medium,Closed,2025-04-10 20:57:36.497600,Auto claim - Medium severity
CL_000647,PH_000020,Auto,218.79,Low,Closed,2024-04-13 20:57:36.497600,Auto claim - Low severity
CL_000648,PH_000221,Auto,1689.64,Medium,Closed,2021-01-13 20:57:36.497600,Auto claim - Medium severity
CL_000649,PH_000154,Property,1775.1,Medium,Closed,2022-08-23 20:57:36.497600,Property claim - Medium severity
CL_000650,PH_000963,Life,522.62,Low,Open,2021-08-22 20:57:36.497600,Life claim - Low severity
CL_000651,PH_000624,Auto,336.68,Low,Closed,2022-10-05 20:57:36.497600,Auto claim - Low severity
CL_000652,PH_000434,Life,739.58,Low,Closed,2025-02-04 20:57:36.497600,Life claim - Low severity
CL_000653,PH_000795,Auto,350.62,Low,Closed,2024-02-07 20:57:36.497600,Auto claim - Low severity
CL_000654,PH_000244,Property,225.23,Low,Denied,2024-01-12 20:57:36.497600,Property claim - Low severity
CL_000655,PH_000125,Auto,505.24,Low,Closed,2025-06-14 20:57:36.497600,Auto claim - Low severity
CL_000656,PH_000245,Life,1404.69,Medium,Denied,2023-05-14 20:57:36.497600,Life claim - Medium severity
CL_000657,PH_000655,Life,556.1,Low,Open,2021-04-08 20:57:36.497600,Life claim - Low severity
CL_000658,PH_000638,Auto,1044.12,Low,Closed,2023-02-26 20:57:36.497600,Auto claim - Low severity
CL_000659,PH_000065,Property,1101.81,Medium,Closed,2025-02-04 20:57:36.497600,Property claim - Medium severity
CL_000660,PH_000857,Life,3757.65,High,Denied,2022-12-01 20:57:36.497600,Life claim - High severity
CL_000661,PH_000612,Life,338.04,Low,Denied,2022-09-18 20:57:36.497600,Life claim - Low severity
CL_000662,PH_000017,Life,377.76,Low,Denied,2022-03-05 20:57:36.497600,Life claim - Low severity
CL_000663,PH_000528,Health,346.42,Low,Closed,2022-06-30 20:57:36.497600,Health claim - Low severity
CL_000664,PH_000248,Auto,304.82,Low,Closed,2021-09-09 20:57:36.497600,Auto claim - Low severity
CL_000665,PH_000148,Life,2034.99,Medium,Open,2024-02-01 20:57:36.497600,Life claim - Medium severity
CL_000666,PH_000440,Life,751.15,Medium,Open,2025-09-16 20:57:36.497600,Life claim - Medium severity
CL_000667,PH_000630,Property,671.7,Medium,Closed,2023-09-28 20:57:36.497600,Property claim - Medium severity
CL_000668,PH_000247,Auto,275.35,Low,Closed,2022-07-09 20:57:36.497600,Auto claim - Low severity
CL_000669,PH_000427,Health,2743.71,Medium,Closed,2024-09-01 20:57:36.497600,Health claim - Medium severity
CL_000670,PH_000681,Auto,272.02,Low,Under Review,2021-12-21 20:57:36.497600,Auto claim - Low severity
CL_000671,PH_000088,Auto,245.57,Low,Closed,2022-10-13 20:57:36.497600,Auto claim - Low severity
CL_000672,PH_000999,Auto,170.75,Low,Closed,2023-09-12 20:57:36.497600,Auto claim - Low severity
CL_000673,PH_000070,Disability,634.85,Low,Under Review,2022-10-08 20:57:36.498601,Disability claim - Low severity
CL_000674,PH_000558,Health,12050.96,Critical,Closed,2022-11-15 20:57:36.498601,Health claim - Critical severity
CL_000675,PH_000806,Life,3186.83,High,Closed,2022-11-15 20:57:36.498601,Life claim - High severity
CL_000676,PH_000568,Auto,1550.14,High,Closed,2025-08-09 20:57:36.498601,Auto claim - High severity
CL_000677,PH_000400,Auto,16137.23,High,Under Review,2020-10-27 20:57:36.498601,Auto claim - High severity
CL_000678,PH_000482,Auto,1037.51,Medium,Open,2025-06-22 20:57:36.498601,Auto claim - Medium severity
CL_000679,PH_000651,Auto,2147.68,Medium,Closed,2023-07-20 20:57:36.498601,Auto claim - Medium severity
CL_000680,PH_000383,Auto,1604.67,Medium,Closed,2024-04-18 20:57:36.498601,Auto claim - Medium severity
CL_000681,PH_000766,Disability,1269.19,Medium,Closed,2025-08-17 20:57:36.498601,Disability claim - Medium severity
CL_000682,PH_000366,Auto,703.66,Medium,Closed,2021-04-19 20:57:36.498601,Auto claim - Medium severity
CL_000683,PH_000070,Auto,454.38,Low,Denied,2023-10-14 20:57:36.498601,Auto claim - Low severity
CL_000684,PH_000247,Property,578.99,Medium,Closed,2021-08-10 20:57:36.498601,Property claim - Medium severity
CL_000685,PH_000673,Auto,617.38,Low,Closed,2022-03-13 20:57:36.498601,Auto claim - Low severity
CL_000686,PH_000107,Auto,4580.21,High,Under Review,2021-05-23 20:57:36.498601,Auto claim - High severity
CL_000687,PH_000596,Auto,428.02,Low,Open,2021-08-06 20:57:36.498601,Auto claim - Low severity
CL_000688,PH_000775,Property,321.55,Low,Closed,2023-11-09 20:57:36.498601,Property claim - Low severity
CL_000689,PH_000137,Auto,274.43,Low,Closed,2025-06-21 20:57:36.498601,Auto claim - Low severity
CL_000690,PH_000361,Property,1111.32,Medium,Closed,2022-08-28 20:57:36.498601,Property claim - Medium severity
CL_000691,PH_000347,Life,924.26,Medium,Closed,2021-02-26 20:57:36.498601,Life claim - Medium severity
CL_000692,PH_000659,Property,3886.2,Critical,Closed,2024-09-26 20:57:36.498601,Property claim - Critical severity
CL_000693,PH_000851,Auto,367.39,Low,Open,2021-05-08 20:57:36.498601,Auto claim - Low severity
CL_000694,PH_000702,Property,644.53,Medium,Closed,2023-02-11 20:57:36.498601,Property claim - Medium severity
CL_000695,PH_000713,Auto,714.97,Medium,Closed,2023-01-13 20:57:36.498601,Auto claim - Medium severity
CL_000696,PH_000647,Property,1856.09,Medium,Denied,2024-09-11 20:57:36.498601,Property claim - Medium severity
CL_000697,PH_000831,Auto,2087.83,Low,Closed,2024-12-17 20:57:36.498601,Auto claim - Low severity
CL_000698,PH_000065,Auto,367.06,Low,Closed,2021-09-14 20:57:36.498601,Auto claim - Low severity
CL_000699,PH_000795,Auto,1572.83,High,Under Review,2023-02-25 20:57:36.499601,Auto claim - High severity
CL_000700,PH_000038,Property,384.21,Low,Closed,2024-01-28 20:57:36.499601,Property claim - Low severity
CL_000701,PH_000207,Health,268.57,Low,Closed,2025-06-22 20:57:36.499601,Health claim - Low severity
CL_000702,PH_000811,Health,4679.73,High,Denied,2024-08-07 20:57:36.499601,Health claim - High severity
CL_000703,PH_000908,Health,1167.16,Medium,Closed,2025-06-26 20:57:36.499601,Health claim - Medium severity
CL_000704,PH_000324,Health,1406.15,Medium,Closed,2023-12-24 20:57:36.499601,Health claim - Medium severity
CL_000705,PH_000528,Life,615.22,Low,Closed,2023-06-27 20:57:36.499601,Life claim - Low severity
CL_000706,PH_000835,Auto,1459.99,Medium,Closed,2022-09-03 20:57:36.499601,Auto claim - Medium severity
CL_000707,PH_000485,Auto,655.68,Low,Closed,2024-04-19 20:57:36.499601,Auto claim - Low severity
CL_000708,PH_000038,Property,923.99,Medium,Closed,2021-06-30 20:57:36.499601,Property claim - Medium severity
CL_000709,PH_000663,Auto,682.82,Medium,Closed,2024-08-24 20:57:36.499601,Auto claim - Medium severity
CL_000710,PH_000293,Health,292.85,Low,Closed,2023-09-19 20:57:36.499601,Health claim - Low severity
CL_000711,PH_000883,Auto,2446.63,Medium,Closed,2021-05-04 20:57:36.499601,Auto claim - Medium severity
CL_000712,PH_000049,Health,312.49,Low,Open,2020-11-11 20:57:36.499601,Health claim - Low severity
CL_000713,PH_000672,Health,308.38,Low,Under Review,2023-11-10 20:57:36.499601,Health claim - Low severity
CL_000714,PH_000280,Auto,1734.52,High,Closed,2025-01-08 20:57:36.499601,Auto claim - High severity
CL_000715,PH_000819,Auto,534.99,Low,Under Review,2023-08-28 20:57:36.499601,Auto claim - Low severity
CL_000716,PH_000448,Property,985.9,Medium,Open,2020-09-24 20:57:36.499601,Property claim - Medium severity
CL_000717,PH_000410,Property,232.02,Low,Closed,2021-07-20 20:57:36.499601,Property claim - Low severity
CL_000718,PH_000451,Auto,470.11,Low,Closed,2023-07-21 20:57:36.499601,Auto claim - Low severity
CL_000719,PH_000348,Life,2481.06,High,Open,2024-09-02 20:57:36.499601,Life claim - High severity
CL_000720,PH_000509,Life,5647.3,High,Closed,2021-11-02 20:57:36.499601,Life claim - High severity
CL_000721,PH_000510,Auto,1198.3,Low,Closed,2023-08-29 20:57:36.500601,Auto claim - Low severity
CL_000722,PH_000947,Property,423.12,Low,Open,2021-04-01 20:57:36.500601,Property claim - Low severity
CL_000723,PH_000532,Property,2684.31,High,Closed,2024-03-22 20:57:36.500601,Property claim - High severity
CL_000724,PH_000821,Disability,387.01,Low,Closed,2025-04-03 20:57:36.500601,Disability claim - Low severity
CL_000725,PH_000745,Auto,715.86,Low,Closed,2023-05-04 20:57:36.500601,Auto claim - Low severity
CL_000726,PH_000081,Health,1141.24,Medium,Closed,2023-04-22 20:57:36.500601,Health claim - Medium severity
CL_000727,PH_000617,Property,876.29,Medium,Closed,2021-02-08 20:57:36.500601,Property claim - Medium severity
CL_000728,PH_000185,Health,13162.25,Critical,Under Review,2022-08-29 20:57:36.500601,Health claim - Critical severity
CL_000729,PH_000301,Auto,180.06,Low,Closed,2023-12-02 20:57:36.500601,Auto claim - Low severity
CL_000730,PH_000106,Auto,142.58,Low,Closed,2025-04-09 20:57:36.500601,Auto claim - Low severity
